"Item","Name","Family","LineScale","LineVendor","Weight","Price","Amount","BaseAmount"
"4","MOLIDA ESP","1","1","103","0.26","196","50.96","50.96"
"45","MILANESA POLLO","3","2","105","0.18","175","31.5","31.5"
"6","COCIDO SURTIDO","1","3","103","0.73","149","108.77","108.77"
"71","CHORIZO","2","1","107","0.81","122","98.82","98.82"
"70","TOCINO","2","3","107","0.52","175","91","91"
"29","MENUDO","1","3","110","2.26","85","192.1","192.1"
"43","PIERNA Y MUSLO","3","1","102","2.13","40","85.2","85.2"
"3","BISTEC RES","1","3","107","0.51","196","99.96","99.96"
"71","CHORIZO","2","3","107","0.23","122","28.06","28.06"
"71","CHORIZO","2","1","110","0.55","122","67.1","67.1"
"1","HUEVO","5","1","115","0.45","44","19.8","19.8"
"28","BISTEC REBANADO","1","1","112","1.01","135","136.35","136.35"
"6","COCIDO SURTIDO","1","3","107","1.05","149","156.45","156.45"
"63","PIERNA DE CERDO","2","3","110","0.52","112","58.24","58.24"
"16","ARRACHERA MARINADA","1","3","110","1.08","210","226.8","226.8"
"3","BISTEC RES","1","3","107","0.62","196","121.52","121.52"
"20","BANDERA RES","1","1","113","2.09","120","250.8","250.8"
"45","MILANESA POLLO","3","2","106","1.29","175","225.75","225.75"
"45","MILANESA POLLO","3","2","105","1.29","175","225.75","225.75"
"42","PECHUGA CON HUESO","3","2","105","0.78","138","107.64","107.64"
"44","PECHUGA SIN HUESO","3","3","107","0.72","175","126","126"
"11","CHAMBARETE","1","1","112","0.68","149","101.32","101.32"
"3","BISTEC RES","1","3","110","0.5","196","98","98"
"70","TOCINO","2","1","113","0.17","175","29.75","29.75"
"14","MOLIDA MIXTA","2","1","110","0.56","149","83.44","83.44"
"66","ESPINAZO","2","3","107","1.03","71","73.13","73.13"
"59","PALOMITAS DE POLLO","3","1","110","0.53","95","50.35","50.35"
"68","LOMO","2","1","110","1.04","119","123.76","123.76"
"42","PECHUGA CON HUESO","3","3","107","1.34","138","184.92","184.92"
"57","ALITAS ADOBADAS","3","1","110","0.52","120","62.4","62.4"
"58","PIERNA POLLO","3","3","107","0.72","82","59.04","59.04"
"45","MILANESA POLLO","3","3","110","0.49","175","85.75","85.75"
"3","BISTEC RES","1","2","105","1.38","196","270.48","270.48"
"45","MILANESA POLLO","3","3","107","1.1","175","192.5","192.5"
"71","CHORIZO","2","2","105","0.11","122","13.42","13.42"
"45","MILANESA POLLO","3","3","110","1.04","175","182","182"
"4","MOLIDA ESP","1","2","105","0.46","196","90.16","90.16"
"4","MOLIDA ESP","1","3","110","1","196","196","196"
"63","PIERNA DE CERDO","2","1","103","1.34","112","150.08","150.08"
"3","BISTEC RES","1","2","105","0.49","196","96.04","96.04"
"65","FREIR","2","1","116","0.32","112","35.84","35.84"
"69","CHULETA AHUMADA","2","3","110","1.07","127","135.89","135.89"
"45","MILANESA POLLO","3","3","107","1.1","175","192.5","192.5"
"63","PIERNA DE CERDO","2","1","103","2.02","112","226.24","226.24"
"65","FREIR","2","2","105","0.99","112","110.88","110.88"
"71","CHORIZO","2","2","105","0.26","122","31.72","31.72"
"5","COCIDO PURA CARNE","1","3","107","0.54","189","102.06","102.06"
"66","ESPINAZO","2","1","103","1","71","71","71"
"75","MANITAS DE CERDO","2","1","103","0.89","35","31.15","31.15"
"3","BISTEC RES","1","3","107","1.06","196","207.76","207.76"
"63","PIERNA DE CERDO","2","2","116","0.75","112","84","84"
"6","COCIDO SURTIDO","1","3","110","1.1","149","163.9","163.9"
"4","MOLIDA ESP","1","3","107","1.63","196","319.48","319.48"
"66","ESPINAZO","2","3","110","2","71","142","142"
"14","MOLIDA MIXTA","2","3","110","1.01","149","150.49","150.49"
"96","CHICHARRON PRENSADO","2","3","110","0.26","170","44.2","44.2"
"4","MOLIDA ESP","1","2","116","0.76","196","148.96","148.96"
"42","PECHUGA CON HUESO","3","2","103","0.86","138","118.68","118.68"
"43","PIERNA Y MUSLO","3","2","116","2.04","40","81.6","81.6"
"28","BISTEC REBANADO","1","3","110","1.03","135","139.05","139.05"
"77","ADOBADA","2","2","103","0.51","121","61.71","61.71"
"14","MOLIDA MIXTA","2","3","110","0.53","149","78.97","78.97"
"6","COCIDO SURTIDO","1","1","116","3.55","149","528.95","528.95"
"28","BISTEC REBANADO","1","2","103","0.53","135","71.55","71.55"
"28","BISTEC REBANADO","1","3","110","0.53","135","71.55","71.55"
"6","COCIDO SURTIDO","1","1","102","3.55","149","528.95","528.95"
"3","BISTEC RES","1","3","107","1.09","196","213.64","213.64"
"68","LOMO","2","3","110","0.58","119","69.02","69.02"
"4","MOLIDA ESP","1","1","103","0.53","196","103.88","103.88"
"3","BISTEC RES","1","3","107","1.09","196","213.64","213.64"
"70","TOCINO","2","1","103","0.25","175","43.75","43.75"
"54","TENDER","3","2","103","0.39","158","61.62","61.62"
"16","ARRACHERA MARINADA","1","3","107","1.13","210","237.3","237.3"
"66","ESPINAZO","2","1","116","1.59","71","112.89","112.89"
"75","MANITAS DE CERDO","2","3","110","0.92","35","32.2","32.2"
"59","PALOMITAS DE POLLO","3","2","103","0.24","95","22.8","22.8"
"45","MILANESA POLLO","3","2","116","0.5","175","87.5","87.5"
"74","CABEZA DE CERDO","2","3","110","1.6","32","51.2","51.2"
"634","DEDOS DE QUESO","3","2","103","0.27","225","60.75","60.75"
"96","CHICHARRON PRENSADO","2","2","116","0.29","170","49.3","49.3"
"64","COSTILLA DE CERDO","2","1","102","1.51","112","169.12","169.12"
"83","HUESO CARNUDO CERDO","2","3","110","1.08","12","12.96","12.96"
"29","MENUDO","1","3","106","3.49","85","296.65","296.65"
"45","MILANESA POLLO","3","2","103","0.57","175","99.75","99.75"
"67","CHAMORRO","2","3","110","1.24","68","84.32","84.32"
"29","MENUDO","1","3","106","3.49","85","296.65","296.65"
"28","BISTEC REBANADO","1","1","103","0.5","135","67.5","67.5"
"17","CHULETA RES","1","1","116","0.41","210","86.1","86.1"
"67","CHAMORRO","2","2","106","1.08","68","73.44","73.44"
"67","CHAMORRO","2","2","105","1.08","68","73.44","73.44"
"28","BISTEC REBANADO","1","3","102","1.04","135","140.4","140.4"
"43","PIERNA Y MUSLO","3","2","102","2.31","40","92.4","92.4"
"825","MILANESA EMPANIZADA","3","1","110","1.12","130","145.6","145.6"
"66","ESPINAZO","2","1","103","0.98","71","69.58","69.58"
"63","PIERNA DE CERDO","2","2","105","0.75","112","84","84"
"63","PIERNA DE CERDO","2","1","103","0.58","112","64.96","64.96"
"6","COCIDO SURTIDO","1","3","107","1.35","149","201.15","201.15"
"45","MILANESA POLLO","3","3","110","0.29","175","50.75","50.75"
"83","HUESO CARNUDO CERDO","2","2","105","0.4","12","4.8","4.8"
"14","MOLIDA MIXTA","2","1","110","0.69","149","102.81","102.81"
"14","MOLIDA MIXTA","2","1","110","0.67","149","99.83","99.83"
"83","HUESO CARNUDO CERDO","2","3","106","1.22","12","14.64","14.64"
"66","ESPINAZO","2","3","106","0.98","71","69.58","69.58"
"28","BISTEC REBANADO","1","2","105","1.26","135","170.1","170.1"
"3","BISTEC RES","1","3","106","0.16","196","31.36","31.36"
"43","PIERNA Y MUSLO","3","3","106","2.07","40","82.8","82.8"
"63","PIERNA DE CERDO","2","1","103","1.5","112","168","168"
"28","BISTEC REBANADO","1","2","105","1.24","135","167.4","167.4"
"45","MILANESA POLLO","3","3","110","1.03","175","180.25","180.25"
"3","BISTEC RES","1","1","103","0.53","196","103.88","103.88"
"8","LABIO RES","1","2","105","7.12","190","1352.8","1352.8"
"23","DESHEBRAR RES","1","2","103","0.5","192","96","96"
"43","PIERNA Y MUSLO","3","3","106","2.24","40","89.6","89.6"
"3","BISTEC RES","1","3","110","1.02","196","199.92","199.92"
"71","CHORIZO","2","1","103","0.2","122","24.4","24.4"
"42","PECHUGA CON HUESO","3","2","103","0.42","138","57.96","57.96"
"18","PEINECILLO","1","1","116","2.05","198","405.9","405.9"
"18","PEINECILLO","1","2","116","2.08","198","411.84","411.84"
"29","MENUDO","1","3","110","3.08","85","261.8","261.8"
"6","COCIDO SURTIDO","1","2","103","1","149","149","149"
"71","CHORIZO","2","1","102","1.58","122","192.76","192.76"
"28","BISTEC REBANADO","1","1","102","0.49","135","66.15","66.15"
"28","BISTEC REBANADO","1","2","105","2.08","135","280.8","280.8"
"43","PIERNA Y MUSLO","3","1","103","2.25","40","90","90"
"69","CHULETA AHUMADA","2","3","106","0.85","127","107.95","107.95"
"45","MILANESA POLLO","3","1","102","0.73","175","127.75","127.75"
"6","COCIDO SURTIDO","1","3","110","1","149","149","149"
"57","ALITAS ADOBADAS","3","2","103","1.01","120","121.2","121.2"
"3","BISTEC RES","1","3","106","0.64","196","125.44","125.44"
"57","ALITAS ADOBADAS","3","3","106","0.69","120","82.8","82.8"
"28","BISTEC REBANADO","1","1","103","0.6","135","81","81"
"19","PICAÑA","1","3","107","1.52","198","300.96","300.96"
"70","TOCINO","2","1","103","0.4","175","70","70"
"65","FREIR","2","1","116","0.75","112","84","84"
"14","MOLIDA MIXTA","2","1","102","0.52","149","77.48","77.48"
"11","CHAMBARETE","1","2","105","1.52","149","226.48","226.48"
"114","RIB EYE","1","3","107","0.54","310","167.4","167.4"
"64","COSTILLA DE CERDO","2","1","102","1.03","112","115.36","115.36"
"71","CHORIZO","2","2","107","0.83","122","101.26","101.26"
"43","PIERNA Y MUSLO","3","3","106","2.18","40","87.2","87.2"
"70","TOCINO","2","1","102","0.26","175","45.5","45.5"
"63","PIERNA DE CERDO","2","2","105","1.51","112","169.12","169.12"
"3","BISTEC RES","1","3","107","0.77","196","150.92","150.92"
"4","MOLIDA ESP","1","3","106","0.56","196","109.76","109.76"
"76","CHICHARRON","2","3","106","0.17","295","50.15","50.15"
"69","CHULETA AHUMADA","2","3","106","0.64","127","81.28","81.28"
"70","TOCINO","2","3","106","0.26","175","45.5","45.5"
"14","MOLIDA MIXTA","2","1","102","1.26","149","187.74","187.74"
"43","PIERNA Y MUSLO","3","3","106","2.15","40","86","86"
"68","LOMO","2","3","107","0.55","119","65.45","65.45"
"45","MILANESA POLLO","3","2","105","0.75","175","131.25","131.25"
"3","BISTEC RES","1","1","102","0.74","196","145.04","145.04"
"69","CHULETA AHUMADA","2","1","102","0.86","127","109.22","109.22"
"45","MILANESA POLLO","3","3","107","0.47","175","82.25","82.25"
"63","PIERNA DE CERDO","2","3","106","2","112","224","224"
"28","BISTEC REBANADO","1","2","105","1.51","135","203.85","203.85"
"70","TOCINO","2","3","107","0.26","175","45.5","45.5"
"4","MOLIDA ESP","1","3","106","0.41","196","80.36","80.36"
"54","TENDER","3","2","105","0.99","158","156.42","156.42"
"96","CHICHARRON PRENSADO","2","2","102","0.49","170","83.3","83.3"
"6","COCIDO SURTIDO","1","3","106","1.02","149","151.98","151.98"
"5","COCIDO PURA CARNE","1","3","106","0.61","189","115.29","115.29"
"15","HIGADO RES","1","1","102","0.54","70","37.8","37.8"
"6","COCIDO SURTIDO","1","2","105","0.81","149","120.69","120.69"
"24","PLATANO RES","1","1","102","0.58","180","104.4","104.4"
"28","BISTEC REBANADO","1","3","106","0.74","135","99.9","99.9"
"3","BISTEC RES","1","3","107","0.99","196","194.04","194.04"
"3","BISTEC RES","1","1","110","0.79","196","154.84","154.84"
"65","FREIR","2","3","107","1.31","112","146.72","146.72"
"70","TOCINO","2","1","110","0.26","175","45.5","45.5"
"78","LENGUA DE CERDO","2","3","106","1.28","100","128","128"
"65","FREIR","2","3","107","1.31","112","146.72","146.72"
"42","PECHUGA CON HUESO","3","1","116","1.17","138","161.46","161.46"
"43","PIERNA Y MUSLO","3","1","116","2.16","40","86.4","86.4"
"70","TOCINO","2","3","106","0.28","175","49","49"
"14","MOLIDA MIXTA","2","3","106","0.83","149","123.67","123.67"
"28","BISTEC REBANADO","1","3","106","0.81","135","109.35","109.35"
"43","PIERNA Y MUSLO","3","3","106","2.19","40","87.6","87.6"
"45","MILANESA POLLO","3","1","107","1.24","175","217","217"
"71","CHORIZO","2","1","110","0.41","122","50.02","50.02"
"43","PIERNA Y MUSLO","3","3","106","2.24","40","89.6","89.6"
"90","Q MESA","5","1","115","0.17","143","24.31","24.31"
"90","Q MESA","5","1","115","0.17","143","24.31","24.31"
"90","Q MESA","5","1","115","0.16","143","22.88","22.88"
"90","Q MESA","5","1","115","0.18","143","25.74","25.74"
"90","Q MESA","5","1","115","0.18","143","25.74","25.74"
"90","Q MESA","5","1","115","0.16","143","22.88","22.88"
"6","COCIDO SURTIDO","1","3","107","1.23","149","183.27","183.27"
"5","COCIDO PURA CARNE","1","1","113","1.07","189","202.23","202.23"
"42","PECHUGA CON HUESO","3","3","106","0.92","138","126.96","126.96"
"71","CHORIZO","2","1","107","0.9","122","109.8","109.8"
"42","PECHUGA CON HUESO","3","3","107","0.92","138","126.96","126.96"
"69","CHULETA AHUMADA","2","3","106","0.54","127","68.58","68.58"
"42","PECHUGA CON HUESO","3","3","106","0.53","138","73.14","73.14"
"57","ALITAS ADOBADAS","3","1","107","2.31","99","228.69","228.69"
"6","COCIDO SURTIDO","1","3","110","2.03","149","302.47","302.47"
"69","CHULETA AHUMADA","2","1","107","1.07","127","135.89","135.89"
"71","CHORIZO","2","2","106","0.25","122","30.5","30.5"
"71","CHORIZO","2","2","105","0.12","122","14.64","14.64"
"66","ESPINAZO","2","1","110","1.69","71","119.99","119.99"
"28","BISTEC REBANADO","1","1","110","1.51","135","203.85","203.85"
"43","PIERNA Y MUSLO","3","3","106","2.13","40","85.2","85.2"
"45","MILANESA POLLO","3","3","107","0.31","175","54.25","54.25"
"18","PEINECILLO","1","3","107","0.27","198","53.46","53.46"
"70","TOCINO","2","3","107","0.11","175","19.25","19.25"
"59","PALOMITAS DE POLLO","3","3","107","0.52","95","49.4","49.4"
"45","MILANESA POLLO","3","1","110","1.27","175","222.25","222.25"
"9","LENGUA RES","1","1","110","1.29","320","412.8","412.8"
"53","MENUDENCIAS","3","2","105","0.5","60","30","30"
"8","LABIO RES","1","1","110","1.42","190","269.8","269.8"
"102","FILETE TILAPIA","4","3","107","0.83","128","106.24","106.24"
"65","FREIR","2","3","116","1.34","112","150.08","150.08"
"29","MENUDO","1","1","110","2.5","85","212.5","212.5"
"3","BISTEC RES","1","3","107","0.99","196","194.04","194.04"
"102","FILETE TILAPIA","4","3","116","0.52","128","66.56","66.56"
"253","MEDALLON DE ATUN","4","3","107","0.21","220","46.2","46.2"
"25","COSTILLA RES MARINADA","1","1","110","0.64","160","102.4","102.4"
"14","MOLIDA MIXTA","2","3","107","1","149","149","149"
"11","CHAMBARETE","1","1","110","1.58","149","235.42","235.42"
"26","COSTILLA RES NATURAL","1","1","110","0.64","149","95.36","95.36"
"63","PIERNA DE CERDO","2","3","107","1.23","112","137.76","137.76"
"64","COSTILLA DE CERDO","2","1","110","1.37","112","153.44","153.44"
"68","LOMO","2","3","107","1.85","119","220.15","220.15"
"63","PIERNA DE CERDO","2","3","116","0.71","112","79.52","79.52"
"64","COSTILLA DE CERDO","2","1","110","1.67","112","187.04","187.04"
"4","MOLIDA ESP","1","3","107","0.43","196","84.28","84.28"
"4","MOLIDA ESP","1","3","116","0.43","196","84.28","84.28"
"15","HIGADO RES","1","3","107","1.11","70","77.7","77.7"
"28","BISTEC REBANADO","1","1","110","0.54","135","72.9","72.9"
"43","PIERNA Y MUSLO","3","2","110","2.28","40","91.2","91.2"
"42","PECHUGA CON HUESO","3","3","116","0.48","138","66.24","66.24"
"43","PIERNA Y MUSLO","3","3","116","1.04","60","62.4","62.4"
"21","HAMBURGUESA RES","1","2","117","0.86","140","120.4","120.4"
"69","CHULETA AHUMADA","2","3","107","0.42","127","53.34","53.34"
"64","COSTILLA DE CERDO","2","1","110","0.53","112","59.36","59.36"
"14","MOLIDA MIXTA","2","3","107","0.53","149","78.97","78.97"
"28","BISTEC REBANADO","1","3","107","0.51","135","68.85","68.85"
"14","MOLIDA MIXTA","2","1","116","0.39","149","58.11","58.11"
"76","CHICHARRON","2","3","110","0.16","295","47.2","47.2"
"69","CHULETA AHUMADA","2","2","116","0.29","127","36.83","36.83"
"70","TOCINO","2","2","116","0.13","175","22.75","22.75"
"71","CHORIZO","2","2","116","0.13","122","15.86","15.86"
"3","BISTEC RES","1","3","107","0.76","196","148.96","148.96"
"3","BISTEC RES","1","3","116","0.21","196","41.16","41.16"
"26","COSTILLA RES NATURAL","1","1","110","0.41","149","61.09","61.09"
"17","CHULETA RES","1","1","110","0.42","210","88.2","88.2"
"14","MOLIDA MIXTA","2","3","116","0.73","149","108.77","108.77"
"4","MOLIDA ESP","1","2","106","0.75","196","147","147"
"4","MOLIDA ESP","1","2","105","0.75","196","147","147"
"4","MOLIDA ESP","1","1","110","0.53","196","103.88","103.88"
"45","MILANESA POLLO","3","3","107","0.51","175","89.25","89.25"
"28","BISTEC REBANADO","1","1","110","0.5","135","67.5","67.5"
"71","CHORIZO","2","1","110","0.22","122","26.84","26.84"
"26","COSTILLA RES NATURAL","1","3","116","0.31","149","46.19","46.19"
"3","BISTEC RES","1","2","105","0.56","196","109.76","109.76"
"28","BISTEC REBANADO","1","3","116","0.22","135","29.7","29.7"
"70","TOCINO","2","2","105","0.21","175","36.75","36.75"
"66","ESPINAZO","2","3","116","0.72","71","51.12","51.12"
"65","FREIR","2","3","116","0.99","112","110.88","110.88"
"63","PIERNA DE CERDO","2","1","110","0.58","112","64.96","64.96"
"5","COCIDO PURA CARNE","1","2","105","1.47","189","277.83","277.83"
"28","BISTEC REBANADO","1","3","116","0.53","135","71.55","71.55"
"43","PIERNA Y MUSLO","3","3","116","2.08","40","83.2","83.2"
"3","BISTEC RES","1","3","116","1.07","196","209.72","209.72"
"14","MOLIDA MIXTA","2","1","116","0.4","149","59.6","59.6"
"42","PECHUGA CON HUESO","3","1","110","2.24","138","309.12","309.12"
"16","ARRACHERA MARINADA","1","3","107","0.85","210","178.5","178.5"
"42","PECHUGA CON HUESO","3","2","105","0.97","138","133.86","133.86"
"28","BISTEC REBANADO","1","2","102","0.43","135","58.05","58.05"
"71","CHORIZO","2","2","102","0.21","122","25.62","25.62"
"44","PECHUGA SIN HUESO","3","1","110","0.73","175","127.75","127.75"
"44","PECHUGA SIN HUESO","3","2","105","1.2","175","210","210"
"57","ALITAS ADOBADAS","3","1","116","0.54","120","64.8","64.8"
"3","BISTEC RES","1","3","107","2.11","196","413.56","413.56"
"11","CHAMBARETE","1","2","105","1.33","149","198.17","198.17"
"6","COCIDO SURTIDO","1","3","116","0.72","149","107.28","107.28"
"63","PIERNA DE CERDO","2","1","110","1.58","112","176.96","176.96"
"3","BISTEC RES","1","3","116","0.41","196","80.36","80.36"
"45","MILANESA POLLO","3","2","105","0.55","175","96.25","96.25"
"5","COCIDO PURA CARNE","1","3","107","1.02","189","192.78","192.78"
"83","HUESO CARNUDO CERDO","2","1","110","1","12","12","12"
"64","COSTILLA DE CERDO","2","3","107","1.03","112","115.36","115.36"
"57","ALITAS ADOBADAS","3","2","102","1.06","120","127.2","127.2"
"28","BISTEC REBANADO","1","1","110","0.54","135","72.9","72.9"
"65","FREIR","2","3","116","0.76","112","85.12","85.12"
"42","PECHUGA CON HUESO","3","2","102","0.99","138","136.62","136.62"
"96","CHICHARRON PRENSADO","2","1","110","0.3","170","51","51"
"68","LOMO","2","2","105","0.76","119","90.44","90.44"
"45","MILANESA POLLO","3","2","102","1.03","175","180.25","180.25"
"46","ALITAS POLLO","3","1","110","1.08","108","116.64","116.64"
"42","PECHUGA CON HUESO","3","3","107","1.01","138","139.38","139.38"
"45","MILANESA POLLO","3","3","116","0.54","175","94.5","94.5"
"63","PIERNA DE CERDO","2","2","105","2.11","112","236.32","236.32"
"57","ALITAS ADOBADAS","3","1","110","0.98","120","117.6","117.6"
"28","BISTEC REBANADO","1","3","116","0.39","135","52.65","52.65"
"71","CHORIZO","2","1","116","0.27","122","32.94","32.94"
"70","TOCINO","2","1","116","0.21","175","36.75","36.75"
"70","TOCINO","2","2","105","0.27","175","47.25","47.25"
"3","BISTEC RES","1","3","116","0.47","196","92.12","92.12"
"43","PIERNA Y MUSLO","3","2","105","2.13","40","85.2","85.2"
"45","MILANESA POLLO","3","3","107","0.77","175","134.75","134.75"
"18","PEINECILLO","1","1","110","2.11","198","417.78","417.78"
"28","BISTEC REBANADO","1","2","102","1.07","135","144.45","144.45"
"70","TOCINO","2","2","102","0.08","175","14","14"
"69","CHULETA AHUMADA","2","3","107","0.7","127","88.9","88.9"
"63","PIERNA DE CERDO","2","3","116","0.98","112","109.76","109.76"
"70","TOCINO","2","2","105","0.53","175","92.75","92.75"
"65","FREIR","2","3","107","0.54","112","60.48","60.48"
"45","MILANESA POLLO","3","1","110","0.49","175","85.75","85.75"
"71","CHORIZO","2","2","105","0.41","122","50.02","50.02"
"20","BANDERA RES","1","3","116","1.08","139","150.12","150.12"
"28","BISTEC REBANADO","1","2","105","0.41","135","55.35","55.35"
"6","COCIDO SURTIDO","1","3","107","0.68","149","101.32","101.32"
"28","BISTEC REBANADO","1","2","105","1.01","135","136.35","136.35"
"14","MOLIDA MIXTA","2","1","105","1.04","149","154.96","154.96"
"45","MILANESA POLLO","3","3","116","0.71","175","124.25","124.25"
"18","PEINECILLO","1","1","110","1.11","198","219.78","219.78"
"28","BISTEC REBANADO","1","3","107","2.5","135","337.5","337.5"
"43","PIERNA Y MUSLO","3","2","110","4.4","40","176","176"
"71","CHORIZO","2","3","107","1","122","122","122"
"8","LABIO RES","1","3","116","0.64","190","121.6","121.6"
"65","FREIR","2","3","116","0.54","112","60.48","60.48"
"75","MANITAS DE CERDO","2","3","107","3.27","35","114.45","114.45"
"29","MENUDO","1","3","116","0.51","85","43.35","43.35"
"1","HUEVO","5","1","114","0.92","44","40.48","40.48"
"1","HUEVO","5","1","114","0.89","44","39.16","39.16"
"1","HUEVO","5","1","114","0.88","44","38.72","38.72"
"28","BISTEC REBANADO","1","3","107","0.74","135","99.9","99.9"
"16","ARRACHERA MARINADA","1","2","105","0.77","210","161.7","161.7"
"96","CHICHARRON PRENSADO","2","1","116","0.36","170","61.2","61.2"
"28","BISTEC REBANADO","1","3","107","0.26","135","35.1","35.1"
"16","ARRACHERA MARINADA","1","3","116","0.47","210","98.7","98.7"
"28","BISTEC REBANADO","1","3","107","0.37","135","49.95","49.95"
"66","ESPINAZO","2","3","116","0.95","71","67.45","67.45"
"7","BIRRIA","1","3","116","1.09","149","162.41","162.41"
"18","PEINECILLO","1","3","107","0.79","198","156.42","156.42"
"3","BISTEC RES","1","2","105","1.02","196","199.92","199.92"
"44","PECHUGA SIN HUESO","3","2","105","1.16","175","203","203"
"45","MILANESA POLLO","3","1","110","0.4","175","70","70"
"44","PECHUGA SIN HUESO","3","1","110","0.42","175","73.5","73.5"
"73","MOLIDA CERDO","2","1","110","0.51","117","59.67","59.67"
"6","COCIDO SURTIDO","1","3","116","0.49","149","73.01","73.01"
"4","MOLIDA ESP","1","1","110","0.52","196","101.92","101.92"
"69","CHULETA AHUMADA","2","1","110","0.62","127","78.74","78.74"
"16","ARRACHERA MARINADA","1","1","110","1.07","210","224.7","224.7"
"73","MOLIDA CERDO","2","3","116","0.55","117","64.35","64.35"
"54","TENDER","3","2","110","1.04","158","164.32","164.32"
"43","PIERNA Y MUSLO","3","1","110","2.07","40","82.8","82.8"
"43","PIERNA Y MUSLO","3","2","105","1.09","60","65.4","65.4"
"14","MOLIDA MIXTA","2","1","110","0.63","149","93.87","93.87"
"44","PECHUGA SIN HUESO","3","2","105","1.61","175","281.75","281.75"
"28","BISTEC REBANADO","1","1","110","0.64","135","86.4","86.4"
"3","BISTEC RES","1","3","116","0.49","196","96.04","96.04"
"69","CHULETA AHUMADA","2","1","110","0.48","127","60.96","60.96"
"57","ALITAS ADOBADAS","3","1","116","1.07","120","128.4","128.4"
"71","CHORIZO","2","1","116","0.51","122","62.22","62.22"
"3","BISTEC RES","1","3","107","1.47","196","288.12","288.12"
"3","BISTEC RES","1","3","107","0.58","196","113.68","113.68"
"4","MOLIDA ESP","1","1","116","0.49","196","96.04","96.04"
"45","MILANESA POLLO","3","1","110","0.22","175","38.5","38.5"
"5","COCIDO PURA CARNE","1","3","116","0.58","189","109.62","109.62"
"28","BISTEC REBANADO","1","3","107","1.51","135","203.85","203.85"
"71","CHORIZO","2","2","107","1.13","122","137.86","137.86"
"66","ESPINAZO","2","1","116","1.41","71","100.11","100.11"
"3","BISTEC RES","1","2","105","1.06","196","207.76","207.76"
"68","LOMO","2","1","110","1.02","119","121.38","121.38"
"57","ALITAS ADOBADAS","3","2","105","1.02","120","122.4","122.4"
"3","BISTEC RES","1","3","116","0.44","196","86.24","86.24"
"3","BISTEC RES","1","3","107","0.75","196","147","147"
"69","CHULETA AHUMADA","2","2","105","0.71","127","90.17","90.17"
"28","BISTEC REBANADO","1","1","110","1.03","135","139.05","139.05"
"54","TENDER","3","2","105","0.55","158","86.9","86.9"
"14","MOLIDA MIXTA","2","1","110","0.54","149","80.46","80.46"
"28","BISTEC REBANADO","1","2","105","0.5","135","67.5","67.5"
"68","LOMO","2","3","107","0.53","119","63.07","63.07"
"70","TOCINO","2","3","116","0.29","175","50.75","50.75"
"65","FREIR","2","2","105","1.03","112","115.36","115.36"
"3","BISTEC RES","1","1","110","0.5","196","98","98"
"105","MARLIN AHUMADO","4","1","114","0.4","260","104","104"
"6","COCIDO SURTIDO","1","2","105","1.36","149","202.64","202.64"
"45","MILANESA POLLO","3","3","107","0.58","175","101.5","101.5"
"29","MENUDO","1","3","110","2.01","85","170.85","170.85"
"71","CHORIZO","2","2","116","0.32","122","39.04","39.04"
"28","BISTEC REBANADO","1","1","113","0.31","135","41.85","41.85"
"66","ESPINAZO","2","1","116","1.08","71","76.68","76.68"
"14","MOLIDA MIXTA","2","1","116","0.53","149","78.97","78.97"
"102","FILETE TILAPIA","4","1","110","0.37","128","47.36","47.36"
"3","BISTEC RES","1","3","107","0.4","196","78.4","78.4"
"48","HAMBURGUESA POLLO","3","1","116","0.58","98","56.84","56.84"
"59","PALOMITAS DE POLLO","3","1","116","0.73","95","69.35","69.35"
"45","MILANESA POLLO","3","1","110","0.24","175","42","42"
"54","TENDER","3","1","116","0.4","158","63.2","63.2"
"96","CHICHARRON PRENSADO","2","1","116","0.5","170","85","85"
"28","BISTEC REBANADO","1","3","116","0.6","135","81","81"
"45","MILANESA POLLO","3","3","107","0.43","175","75.25","75.25"
"68","LOMO","2","3","107","0.53","119","63.07","63.07"
"81","BISTEC DE CERDO","2","2","105","0.98","117","114.66","114.66"
"14","MOLIDA MIXTA","2","1","102","0.55","149","81.95","81.95"
"96","CHICHARRON PRENSADO","2","3","107","0.29","170","49.3","49.3"
"69","CHULETA AHUMADA","2","2","107","0.5","127","63.5","63.5"
"45","MILANESA POLLO","3","1","110","0.5","175","87.5","87.5"
"57","ALITAS ADOBADAS","3","2","105","1.16","120","139.2","139.2"
"21","HAMBURGUESA RES","1","1","116","0.82","140","114.8","114.8"
"28","BISTEC REBANADO","1","3","107","0.74","135","99.9","99.9"
"69","CHULETA AHUMADA","2","2","110","0.52","127","66.04","66.04"
"96","CHICHARRON PRENSADO","2","1","110","0.32","170","54.4","54.4"
"54","TENDER","3","2","110","0.37","158","58.46","58.46"
"63","PIERNA DE CERDO","2","1","110","0.5","112","56","56"
"81","BISTEC DE CERDO","2","3","107","1.03","117","120.51","120.51"
"28","BISTEC REBANADO","1","1","110","0.54","135","72.9","72.9"
"45","MILANESA POLLO","3","1","110","0.19","175","33.25","33.25"
"3","BISTEC RES","1","3","116","4.03","196","789.88","789.88"
"70","TOCINO","2","3","107","0.15","175","26.25","26.25"
"63","PIERNA DE CERDO","2","1","116","0.53","112","59.36","59.36"
"28","BISTEC REBANADO","1","2","105","0.99","135","133.65","133.65"
